attendance,study_hours,previous_marks,assignment_score,internal_marks,final_score
51.92,7.83,71.03,75.23,50.42,70.87
54.81,9.58,50.56,96.47,93.62,87.66
58.38,1.49,40.46,76.65,79.3,57.89
73.31,6.37,56.61,76.68,33.75,64.94
75.28,4.85,73.0,84.19,63.08,75.54
65.59,3.98,71.19,59.99,66.57,65.34
76.93,1.81,54.87,82.03,75.19,65.14
44.89,6.06,69.86,94.97,62.36,71.85
45.27,5.31,82.89,40.65,61.42,65.07
50.31,1.94,31.71,92.21,53.92,53.42
71.08,6.51,59.29,53.12,47.64,64.45
52.84,7.64,79.31,67.36,91.5,84.53
57.0,7.91,65.5,91.14,50.64,74.23
64.02,9.15,72.35,89.43,34.12,72.74
88.71,4.69,63.58,93.52,40.87,66.72
40.83,9.58,94.47,96.43,85.72,96.23
78.96,8.79,33.55,66.83,68.13,72.88
80.13,3.67,61.92,79.38,80.62,72.82
87.92,2.43,35.94,63.43,82.57,61.64
95.97,4.92,40.39,61.04,83.51,69.6
41.21,4.62,54.9,65.9,65.79,60.09
49.23,6.18,40.11,84.58,41.51,63.6
93.17,6.25,92.64,70.09,39.64,75.35
67.51,7.75,91.54,88.84,67.31,84.72
73.88,5.59,51.85,84.71,53.82,70.68
79.78,1.94,71.58,41.23,66.27,58.96
80.74,8.72,64.69,77.81,62.4,83.84
95.9,3.79,83.01,66.19,69.14,78.87
99.82,9.74,70.78,67.4,32.09,78.64
83.21,2.06,30.02,89.1,32.13,51.28
57.23,9.62,79.61,72.86,76.9,87.6
92.79,1.82,78.55,93.14,42.55,65.6
42.95,3.08,63.13,82.77,72.39,61.37
53.86,1.42,88.69,73.17,65.53,62.35
93.84,7.35,89.05,85.27,93.82,93.56
55.37,8.65,64.05,42.3,84.3,75.14
53.24,4.91,69.52,41.63,56.85,63.13
48.29,9.36,94.77,45.0,70.07,81.86
91.55,6.31,49.42,66.25,37.62,64.81
70.0,6.67,51.1,54.13,55.12,66.38
80.49,8.61,41.88,99.06,77.7,81.31
54.34,3.67,88.23,72.54,70.47,72.08
85.48,4.19,78.39,79.74,61.49,75.25
85.6,9.15,36.87,56.73,41.47,62.4
58.76,9.11,93.81,59.31,82.2,88.4
64.64,9.79,77.51,60.13,47.76,73.18
52.58,9.12,85.28,81.92,83.33,85.19
98.59,2.15,33.13,68.42,69.75,64.05
78.74,8.41,62.82,71.06,54.23,73.87
96.07,4.69,75.41,75.52,32.64,64.68
58.2,9.92,65.29,86.13,45.11,79.33
86.91,5.25,73.33,45.42,87.79,75.64
85.95,5.98,83.16,86.61,83.17,86.39
81.5,5.77,54.33,73.79,67.37,72.08
97.94,3.9,85.16,80.15,60.31,76.29
63.61,1.68,40.59,59.65,72.06,54.95
47.84,9.06,47.61,64.56,60.31,70.58
80.3,8.22,32.82,53.87,71.88,70.49
83.76,2.26,53.69,98.76,49.98,64.4
74.5,7.99,54.69,69.82,84.5,82.03
52.41,6.63,82.34,99.76,75.62,87.34
70.27,4.68,72.45,69.39,51.45,65.28
58.73,3.29,58.39,53.19,83.99,64.18
65.65,8.74,72.39,70.45,61.68,79.25
78.71,7.3,33.43,42.38,41.35,59.55
84.71,5.93,41.72,94.29,35.05,63.07
53.93,6.49,70.75,89.11,75.47,79.13
64.32,1.82,71.69,83.55,86.23,66.1
56.15,5.27,80.32,76.59,82.48,77.18
51.92,2.74,56.19,74.79,72.62,64.77
87.0,2.88,76.97,99.8,39.19,65.91
94.56,6.95,74.46,56.68,36.11,68.97
62.21,9.2,92.62,86.78,52.43,82.88
85.08,4.63,43.98,74.88,85.57,72.06
93.82,2.87,65.86,98.55,92.51,83.83
90.77,6.84,69.11,89.67,45.69,74.09
50.97,8.84,94.91,99.91,79.54,93.16
97.38,7.73,43.08,75.3,67.3,78.41
62.6,8.82,64.01,52.27,32.07,62.61
60.35,5.83,52.5,70.22,65.29,68.07
43.75,7.77,64.18,82.67,82.39,78.2
69.17,2.26,45.09,86.46,47.95,57.76
46.54,4.13,33.09,40.03,88.33,55.8
54.91,4.51,67.22,70.3,45.36,59.94
59.02,5.6,51.83,54.11,34.97,54.03
88.53,9.36,41.83,92.49,40.4,77.89
92.53,8.87,51.06,49.17,84.41,81.7
58.15,2.21,33.2,79.99,57.12,55.93
91.52,2.56,91.78,55.96,81.8,75.33
91.43,4.22,67.77,61.39,64.53,70.55
85.88,3.62,82.96,96.43,61.24,75.52
48.8,6.53,57.5,54.43,82.45,72.81
81.42,9.12,88.72,45.7,57.53,78.44
96.7,9.66,61.42,44.16,82.13,80.95
80.95,6.88,67.31,70.28,36.54,67.39
59.9,8.54,61.97,78.5,71.36,80.74
70.03,5.73,77.66,59.64,75.67,71.78
78.74,2.87,66.83,81.42,88.44,73.4
70.63,5.72,47.65,43.66,44.58,54.07
47.2,6.0,39.46,91.44,69.27,70.61
58.72,7.68,69.4,88.99,58.16,80.48
88.14,2.98,61.8,99.13,54.88,68.9
91.69,4.31,36.24,96.19,36.94,63.16
48.24,4.28,55.72,61.37,38.73,53.98
97.14,9.63,63.46,63.96,84.4,92.56
59.73,5.0,83.75,84.76,78.73,77.48
79.74,7.8,34.95,48.04,54.85,64.07
85.11,7.76,52.65,58.84,83.85,78.94
88.72,3.39,83.47,47.11,35.25,58.62
96.74,6.15,72.15,67.29,70.61,83.97
58.78,9.05,48.85,73.12,86.43,81.83
91.51,5.28,84.95,52.67,84.53,78.1
47.9,9.51,62.06,41.6,54.23,65.65
82.3,2.93,62.39,83.16,78.44,74.82
84.52,1.67,93.48,41.2,57.79,59.41
80.66,9.02,91.56,98.4,84.61,99.35
55.14,8.63,53.3,53.3,64.5,69.16
92.38,9.93,39.14,79.83,79.72,83.86
50.13,7.11,51.17,66.09,35.11,60.49
43.22,9.43,31.98,43.58,68.35,64.41
83.05,8.44,31.35,68.33,65.77,74.08
68.53,8.6,55.71,71.01,69.65,79.02
90.95,6.12,91.17,91.28,75.22,89.09
63.0,4.44,86.64,83.94,89.68,81.03
50.1,9.41,63.24,44.76,81.07,78.33
90.19,4.89,66.74,52.55,44.28,61.05
72.93,5.85,30.39,58.71,83.68,63.58
51.35,5.02,44.01,46.98,37.94,51.25
83.22,6.08,31.61,67.41,70.44,68.95
70.67,5.23,79.05,99.06,87.38,84.29
76.26,1.43,39.47,70.88,36.57,45.11
67.65,8.94,86.49,84.51,85.23,88.19
89.72,5.0,71.82,80.98,81.91,81.19
89.77,6.3,44.91,90.99,62.75,78.52
82.56,2.25,40.25,52.94,50.08,51.39
46.32,1.03,70.8,85.23,56.35,56.91
90.33,3.21,88.55,92.88,92.96,85.7
80.26,7.34,76.69,50.29,43.11,73.08
81.82,1.89,52.66,60.81,67.67,61.5
61.78,9.18,68.18,98.21,35.41,74.25
92.76,2.94,50.2,86.85,44.16,61.98
83.52,2.84,94.94,56.96,79.62,74.56
46.76,2.63,78.67,73.84,49.67,56.88
64.47,1.13,69.93,64.26,94.07,69.07
93.18,7.95,57.51,69.4,62.55,76.36
42.83,8.88,70.18,61.31,63.58,70.97
97.68,6.53,52.21,56.76,32.36,62.63
80.75,2.69,31.88,80.49,92.17,68.8
77.88,3.57,55.68,86.71,41.33,61.48
56.23,5.28,90.48,92.44,64.99,76.19
54.93,9.59,70.71,49.32,55.72,71.69
96.52,3.23,35.46,89.37,57.01,66.88
57.9,7.58,87.52,55.29,71.81,78.62
86.53,4.96,47.48,65.64,73.04,68.0
63.59,3.68,45.85,94.09,40.03,54.83
48.36,5.1,49.31,67.27,62.47,60.23
40.64,1.64,67.52,51.82,81.38,58.79
72.66,8.19,65.4,49.59,58.81,70.75
98.55,3.19,61.94,68.38,40.78,59.64
62.15,7.53,76.64,85.76,50.36,74.56
61.43,1.62,50.57,99.83,43.8,56.34
60.65,9.6,80.83,87.24,38.18,79.73
71.23,2.74,41.4,92.62,54.54,60.7
66.44,8.94,80.87,84.87,65.16,85.14
92.79,8.29,73.15,93.73,34.73,77.99
70.33,9.71,74.41,44.58,69.25,78.4
70.47,5.3,61.3,95.8,94.55,85.39
48.3,7.55,73.36,63.78,92.67,82.83
98.96,4.34,35.19,95.3,83.9,81.05
55.0,2.66,85.35,44.54,47.31,56.29
44.4,4.99,33.61,82.91,31.46,50.88
79.79,2.49,39.67,84.14,84.18,66.4
75.72,9.84,67.49,99.81,33.62,81.41
64.91,1.87,78.06,86.13,43.37,58.63
65.33,6.3,34.96,62.95,65.39,66.37
87.1,6.64,89.85,73.43,41.59,73.28
51.74,5.84,93.28,61.99,84.2,79.37
89.22,6.96,69.39,51.76,80.52,77.05
78.92,2.05,61.28,54.91,79.13,65.5
65.14,6.0,78.19,53.32,83.05,73.52
67.48,3.58,51.34,72.93,44.28,57.76
55.4,9.46,62.06,94.37,77.38,86.06
85.13,7.86,89.55,94.76,53.09,85.41
70.77,9.75,92.12,43.29,73.34,83.28
59.25,1.34,90.26,44.79,37.93,49.79
75.76,3.57,47.06,54.71,75.86,63.71
99.74,2.76,45.11,55.3,93.19,67.9
66.12,1.1,49.35,45.69,32.83,39.51
95.24,3.18,58.69,63.31,36.1,56.75
60.7,7.11,50.42,75.26,38.04,62.63
43.28,3.08,54.32,74.69,57.99,55.38
52.25,5.58,70.34,72.61,48.9,66.9
65.12,8.99,79.56,60.32,82.45,84.29
53.18,7.24,77.81,82.39,60.8,75.9
40.01,4.55,82.94,89.59,61.49,67.67
94.9,4.35,32.09,60.78,76.61,70.81
90.63,5.1,33.1,45.13,53.53,62.9
84.54,2.59,81.31,57.78,52.96,61.3
50.07,6.71,64.65,48.24,79.2,73.08
47.22,4.28,67.58,68.04,80.7,68.93
44.06,8.67,33.42,49.36,30.94,57.33
83.44,7.81,46.6,67.77,39.35,67.39
95.73,6.49,71.49,53.26,43.85,68.89
65.83,4.28,85.85,84.32,52.85,65.46
47.15,2.89,89.6,41.65,48.94,53.47
70.74,7.99,62.53,73.28,73.45,79.82
60.93,5.38,65.46,50.17,83.83,71.26
62.49,3.02,84.15,40.06,42.49,52.08
77.28,2.76,64.95,92.15,66.59,68.43
83.12,2.49,63.6,80.29,53.91,64.75
46.64,7.99,88.83,45.94,62.88,70.02
42.14,3.06,81.35,79.84,70.35,67.58
99.66,5.74,89.09,76.7,88.08,91.36
53.96,5.06,44.19,68.4,42.5,56.78
43.23,6.22,64.08,65.16,35.66,59.25
51.39,8.89,84.76,93.22,70.77,82.72
42.34,8.81,37.22,54.71,55.62,61.8
63.51,5.06,81.65,63.9,40.59,67.57
88.14,1.14,41.89,59.75,37.61,46.48
60.47,4.84,82.53,86.27,66.33,77.36
66.65,6.46,69.78,94.99,49.53,72.74
80.54,6.02,42.56,90.99,94.83,81.73
70.53,6.86,60.77,87.86,56.38,75.4
91.69,2.39,74.32,99.21,43.8,67.78
91.96,6.82,71.2,81.83,70.88,83.48
40.59,2.64,57.77,85.06,45.88,53.38
86.68,7.75,88.46,98.97,62.12,86.23
67.64,4.05,63.75,40.42,61.37,57.74
99.33,7.39,62.88,78.04,59.48,78.34
68.99,1.43,34.05,84.34,81.75,61.67
99.21,4.67,89.94,95.07,44.08,78.86
85.27,7.35,41.51,93.03,88.78,84.88
54.92,3.04,64.34,90.52,81.44,72.21
72.3,8.16,82.23,96.75,51.65,82.82
99.53,6.68,44.0,72.24,41.74,65.17
91.45,6.29,64.28,40.42,48.17,64.87
45.84,4.18,45.64,40.66,51.62,50.33
82.38,5.34,79.38,72.68,66.2,77.5
60.73,6.38,66.68,66.12,33.01,59.39
40.42,5.25,85.64,67.07,89.43,72.48
64.21,7.28,88.15,64.02,36.41,69.54
54.09,4.9,72.17,95.06,48.15,68.96
89.13,2.82,77.15,61.55,37.1,58.93
60.24,2.93,65.7,91.37,46.68,61.84
89.65,1.05,54.99,94.17,84.45,73.0
40.04,3.71,72.13,69.97,69.99,63.78
58.47,7.74,89.04,66.82,44.78,72.17
54.47,8.15,57.08,85.66,86.66,83.25
54.01,2.82,50.44,82.48,82.05,63.91
44.09,9.63,55.25,59.71,78.99,77.07
51.23,5.52,58.3,46.15,85.1,67.78
73.33,9.25,34.78,55.89,70.28,76.62
57.48,7.36,62.4,47.86,62.59,67.25
65.04,7.5,62.13,57.68,54.31,69.16
62.61,1.77,68.25,55.71,44.54,53.81
92.55,2.98,53.58,78.26,66.23,65.89
94.32,1.08,69.85,97.27,87.82,79.37
69.58,7.45,87.08,81.14,68.61,86.82
59.81,4.1,92.11,95.6,89.77,83.64
46.41,8.08,67.93,87.05,53.2,73.04
97.2,4.05,32.77,83.67,75.18,73.8
43.61,8.37,93.0,64.84,72.16,82.27
57.86,2.18,75.88,59.49,73.58,63.44
57.88,2.56,51.84,90.78,71.93,68.04
59.22,4.07,39.57,94.32,44.41,61.8
49.86,4.68,39.32,67.11,39.33,51.59
86.99,4.14,40.9,40.54,93.61,68.27
47.35,7.87,32.96,87.55,32.94,61.92
78.09,1.87,88.64,57.1,60.4,63.71
47.43,4.16,65.15,40.59,57.63,53.17
44.23,8.54,75.5,88.3,53.4,74.89
94.57,1.6,83.83,71.04,80.83,70.69
51.41,9.48,81.45,81.11,78.45,88.44
89.28,9.88,87.37,94.88,88.84,98.83
72.68,1.8,92.87,72.47,55.71,65.57
44.67,3.62,58.54,70.19,66.67,65.16
97.33,4.35,91.77,57.44,88.0,84.57
54.82,7.99,77.01,58.31,94.6,79.97
91.58,6.36,34.59,87.79,93.0,79.46
50.13,6.8,74.32,66.94,76.66,74.22
91.24,7.82,74.64,49.81,39.31,67.58
40.79,2.06,88.88,45.67,31.51,44.32
70.71,8.5,54.24,68.38,83.64,81.45
86.17,7.35,68.02,67.9,84.66,85.29
96.09,6.2,30.79,79.21,78.51,77.37
94.55,9.01,51.58,68.26,48.2,74.19
89.18,7.3,34.05,48.61,71.59,69.09
93.29,2.82,63.92,70.47,50.56,63.8
51.95,4.87,83.13,94.41,59.29,73.05
57.05,5.45,43.42,49.57,54.86,58.86
57.34,1.5,64.28,81.39,89.39,69.16
62.62,9.59,43.26,75.63,45.22,69.96
63.6,2.16,37.84,84.92,67.54,56.04
72.67,7.28,63.21,49.04,53.46,70.59
49.59,5.56,35.14,96.5,73.1,68.22
81.47,1.23,68.18,77.26,66.7,65.11
50.05,9.32,32.04,90.82,90.06,78.56
58.62,8.67,36.94,54.8,36.6,59.77
70.2,5.72,65.75,84.36,44.34,68.35
87.79,3.06,68.44,86.86,79.81,76.12
84.37,2.09,31.88,63.85,53.97,59.25
78.73,4.27,67.27,63.04,40.78,59.52
49.35,3.3,84.5,79.47,62.72,68.9
72.82,5.56,76.95,45.6,72.39,72.1
45.25,9.7,38.53,84.14,32.91,64.09
62.64,6.17,68.51,42.57,48.96,63.34
64.81,9.01,73.7,51.44,82.61,81.73
42.39,6.86,32.42,79.85,63.82,66.86
56.44,5.28,85.6,45.9,32.3,61.58
97.34,8.69,88.91,98.31,48.33,88.57
97.22,5.24,85.28,92.1,71.54,84.06
61.14,8.82,83.6,77.58,42.96,78.45
42.59,3.62,78.42,89.14,83.78,76.88
50.75,2.16,71.17,93.25,73.98,66.32
63.53,8.7,74.11,55.57,60.64,74.5
96.87,6.29,82.42,90.96,89.52,93.14
48.47,9.0,73.06,51.69,55.47,71.1
85.81,9.44,51.3,64.8,45.28,71.37
46.52,1.48,54.44,73.5,72.99,59.24
98.88,5.51,88.31,82.83,67.26,84.36
62.9,4.37,31.11,41.81,51.79,49.81
86.51,6.63,75.42,57.43,52.34,71.95
60.56,8.14,92.06,76.51,55.88,78.76
77.66,3.53,75.9,61.44,48.92,60.43
51.52,6.01,94.6,86.5,76.17,80.83
48.76,7.38,74.69,79.1,72.34,78.37
96.28,2.21,32.23,54.06,58.65,51.87
95.06,8.33,83.76,48.76,55.86,77.5
93.25,6.45,48.5,77.74,53.73,71.66
77.53,9.55,58.99,67.03,48.43,77.63
88.5,4.06,50.29,50.14,35.57,53.56
44.14,1.97,47.46,59.58,47.43,44.69
60.09,5.56,58.04,58.18,50.88,61.0
58.82,1.77,54.62,46.49,65.6,52.02
78.14,9.73,71.17,72.81,80.3,90.04
61.36,1.35,82.85,85.82,55.72,62.35
48.91,7.78,49.31,74.53,91.41,73.56
75.79,5.73,43.89,89.58,83.78,84.9
88.86,4.32,73.35,47.65,94.01,76.82
62.93,1.59,73.57,66.14,86.95,67.62
47.94,6.6,88.57,76.56,70.09,74.66
51.8,6.27,31.04,80.56,68.9,63.51
54.25,3.53,85.45,81.75,38.42,61.74
57.99,9.19,63.87,83.74,76.96,84.96
78.57,3.74,70.38,79.09,69.01,73.14
76.06,5.05,35.94,45.65,62.95,59.71
81.76,5.89,58.12,81.72,75.06,75.1
61.75,1.9,44.77,83.49,58.86,52.31
89.44,9.39,46.52,99.61,64.05,85.13
52.25,4.37,62.77,81.6,55.89,63.34
68.14,1.73,82.81,81.21,76.63,67.81
88.06,4.49,78.35,70.89,86.98,82.03
50.81,6.4,68.41,92.08,84.65,77.96
46.59,5.62,65.06,99.81,81.09,79.57
93.02,7.25,57.77,86.74,30.9,67.43
60.58,1.5,93.23,76.75,89.27,73.88
81.03,3.56,66.41,44.74,47.87,59.51
41.52,8.37,46.51,83.6,87.72,78.82
81.4,1.72,44.96,82.51,42.8,58.22
58.97,8.7,69.74,86.53,58.58,83.26
43.34,1.83,63.98,47.47,78.71,57.45
76.59,8.51,30.5,79.22,71.62,77.28
54.45,4.25,83.95,57.74,57.03,66.36
63.21,6.51,75.77,85.62,74.11,81.36
44.83,2.38,73.02,54.42,65.68,58.74
48.83,1.6,34.47,81.04,47.92,47.75
57.88,2.94,53.53,57.7,72.01,56.51
45.39,2.15,90.8,40.54,43.28,48.66
94.65,3.81,86.07,78.0,75.11,83.83
40.36,5.63,48.56,46.8,30.2,48.91
69.03,6.3,40.21,79.56,65.67,69.27
47.39,8.11,59.19,95.54,56.07,77.68
58.46,6.91,53.13,98.15,49.7,69.71
95.56,6.48,74.34,54.16,63.52,76.46
49.7,4.71,92.82,88.56,71.95,77.25
97.95,5.26,53.6,61.21,92.75,79.55
52.35,4.73,34.04,94.03,84.15,69.86
84.49,8.58,88.34,87.25,76.61,90.3
72.8,3.07,32.47,44.44,61.13,50.67
93.07,1.05,91.93,64.43,55.49,62.94
73.24,6.86,73.2,60.24,32.11,64.45
72.07,2.82,91.21,87.11,53.34,66.41
51.73,9.01,42.98,64.62,85.14,74.85
49.97,8.73,32.65,81.08,54.96,68.83
94.99,1.69,61.73,76.15,60.0,63.79
59.67,1.96,59.29,98.54,47.67,60.1
62.32,5.46,51.55,96.27,47.82,66.82
85.59,6.48,92.25,65.66,34.02,75.86
60.33,3.47,83.47,83.41,69.9,72.32
97.12,7.45,73.0,89.77,59.12,82.72
84.28,6.35,40.59,93.93,69.39,76.44
75.85,3.92,77.73,44.09,65.55,67.25
92.85,1.23,77.26,58.12,81.92,68.56
42.98,7.75,57.63,59.21,78.82,74.21
55.42,2.93,90.11,66.07,80.14,71.71
67.9,8.51,40.85,50.16,62.45,67.82
53.62,4.78,47.38,69.77,53.0,59.54
84.63,6.19,34.11,79.79,90.67,81.35
95.15,8.86,81.7,69.84,33.53,77.28
65.43,8.77,70.41,79.95,39.92,71.82
60.53,4.34,50.47,43.99,57.27,55.36
97.69,2.88,40.65,92.56,69.91,65.24
66.69,7.98,32.61,96.34,30.53,65.18
69.34,4.9,40.84,77.07,76.76,71.89
61.1,2.73,59.46,92.88,66.32,63.67
94.57,9.14,46.07,47.89,61.51,74.58
74.14,2.78,46.83,87.85,57.53,64.24
85.73,1.23,86.91,47.15,63.77,64.06
88.71,1.18,63.48,64.48,40.52,56.56
60.51,6.6,77.4,59.43,37.07,60.33
66.02,6.96,32.32,75.14,48.83,64.45
90.91,3.8,53.74,58.09,76.12,65.33
61.8,3.88,61.15,78.24,68.24,65.32
87.64,4.06,42.12,62.04,61.21,64.13
96.46,7.12,37.81,91.65,67.15,78.62
77.39,1.52,86.57,78.03,66.35,69.69
84.5,9.36,91.06,52.92,49.96,78.0
88.31,3.0,35.12,60.17,36.33,53.65
90.7,10.0,52.69,90.85,88.29,95.18
63.7,2.54,92.29,63.19,68.99,69.48
43.08,7.94,35.41,72.15,75.35,68.27
64.11,3.01,71.84,78.94,60.16,67.69
80.43,1.73,93.19,60.87,79.17,70.32
67.02,8.87,93.58,57.64,67.99,81.65
84.94,8.73,60.63,68.52,33.5,71.7
61.42,4.63,40.58,52.89,87.86,67.01
78.08,7.32,43.14,57.05,49.86,63.31
51.19,6.01,87.82,43.72,38.96,64.81
84.96,8.68,89.26,58.24,35.72,78.29
72.74,3.84,69.51,59.24,76.83,70.52
52.24,5.71,79.8,97.71,75.76,81.2
57.51,5.37,78.1,75.38,75.51,76.06
84.92,4.19,73.02,87.24,89.52,79.02
68.96,9.02,83.77,42.72,52.68,74.22
52.96,2.49,74.55,46.39,66.47,58.5
98.04,2.35,64.71,88.87,70.27,71.23
82.91,6.19,45.4,77.41,93.67,79.96
97.43,6.92,78.35,51.46,50.3,68.2
65.63,2.75,60.77,64.29,92.16,67.18
68.51,4.52,49.16,72.32,39.67,59.62
93.88,9.52,82.13,90.62,79.66,99.79
71.5,3.22,75.29,43.62,71.14,62.01
82.44,7.02,90.93,75.8,83.1,88.56
55.13,7.66,40.75,83.02,31.86,63.93
66.8,5.03,72.2,98.67,35.08,66.25
47.41,9.44,45.88,88.43,34.53,69.28
52.36,7.63,88.73,56.57,68.54,76.48
40.06,5.12,36.47,82.57,69.19,65.75
42.36,6.12,72.65,85.8,88.9,77.45
98.64,7.23,81.42,83.78,60.39,81.82
54.54,6.33,53.07,89.21,34.42,63.35
79.8,8.91,92.02,94.22,43.62,84.77
90.35,4.21,85.3,45.91,30.52,59.36
73.04,3.7,49.15,46.29,80.49,64.59
49.19,2.92,30.49,87.78,83.01,61.37
83.69,1.34,49.28,55.14,94.87,62.51
76.02,1.39,48.29,43.51,56.79,49.27
83.88,8.83,87.85,64.07,31.25,73.64
86.18,7.11,92.86,89.19,45.26,80.12
98.52,6.94,34.58,47.59,68.2,71.56
74.41,6.53,60.63,80.31,92.53,84.97
60.5,8.64,65.64,40.22,36.73,63.93
78.91,5.32,36.04,46.58,37.9,53.47
44.11,8.83,54.54,61.05,75.61,73.62
93.84,4.24,50.61,45.02,73.37,64.11
47.16,9.34,64.84,90.75,46.28,73.03
59.67,7.29,72.98,91.84,82.85,83.61
88.94,3.31,75.73,85.33,38.37,65.25
75.84,6.08,38.89,54.55,90.17,70.01
63.62,5.8,82.84,71.39,43.07,68.15
68.41,2.24,74.11,51.05,35.29,51.09
91.27,6.32,87.79,56.88,52.07,73.25
60.4,3.83,59.21,70.96,42.21,59.66
92.18,1.47,88.1,84.1,64.25,66.3
45.29,9.54,86.28,45.68,74.65,78.66
86.61,6.77,58.5,57.8,61.91,67.04
90.85,8.89,54.77,95.6,72.94,88.29
50.91,7.08,90.63,65.75,53.72,74.25
65.82,4.21,76.49,96.33,31.81,61.8
49.93,5.61,90.34,99.48,93.31,85.03
82.4,7.08,81.8,71.6,83.26,82.32
72.12,9.64,69.6,57.28,34.77,70.85
78.12,3.28,37.53,87.45,59.2,61.99
51.79,8.87,48.95,49.56,71.28,70.47
52.7,9.32,92.97,55.12,42.39,72.8
42.49,7.03,50.76,87.09,67.57,69.84
59.32,9.38,36.06,66.02,64.69,74.43
73.58,4.58,75.99,52.09,43.54,61.71
91.48,9.58,77.71,79.07,39.18,78.41
80.02,7.33,48.55,83.97,79.33,79.23
66.12,1.38,49.35,47.5,50.97,46.28
97.19,9.16,60.48,56.62,45.86,77.47
83.15,5.36,31.42,53.28,77.96,67.62
95.81,5.14,81.31,62.79,77.84,79.14
71.66,6.1,50.61,85.81,47.97,71.09
55.53,2.34,85.49,82.82,86.72,76.76
43.17,5.22,82.17,79.75,74.74,73.87
83.57,8.48,72.99,40.38,52.47,71.33
47.28,1.14,51.12,48.53,57.79,46.48
58.17,3.46,63.56,53.4,77.24,62.03
71.95,1.02,58.91,56.32,43.75,52.98
73.86,4.74,52.03,48.79,60.47,59.22
76.03,7.55,85.13,64.62,72.48,83.71
49.98,8.19,61.43,44.51,65.07,70.06
62.78,9.51,84.13,85.0,69.54,87.27
77.03,6.48,36.84,87.26,65.5,75.84
98.19,3.29,39.17,74.46,42.95,55.45
83.66,9.32,93.53,45.38,56.66,80.47
95.36,7.98,68.2,93.4,64.58,84.97
85.73,6.17,63.14,97.94,80.7,86.63
75.5,7.26,64.01,52.14,72.5,75.16
51.52,9.32,43.99,82.28,57.73,70.15
80.0,7.41,76.72,90.52,93.34,94.45
77.4,4.32,35.51,72.39,37.01,56.06
76.15,7.42,67.27,59.4,43.44,66.27
69.39,1.36,67.1,68.71,52.19,55.93
71.72,4.48,89.42,70.74,44.86,64.85
60.07,4.66,64.2,64.04,70.65,67.16
71.16,2.5,38.91,95.79,32.57,53.94
51.85,1.21,67.23,84.63,41.53,52.96
88.31,2.2,35.94,54.48,49.07,50.65
51.15,6.89,43.25,75.13,74.42,67.67
45.1,8.22,32.02,81.32,86.93,76.74
66.17,9.89,63.36,48.41,81.9,77.73
79.5,4.12,35.49,61.51,41.84,54.24
66.26,6.39,60.51,94.33,66.75,73.31
56.61,9.43,90.64,74.03,31.95,74.69
73.49,2.5,76.78,53.02,50.18,58.28
60.82,7.46,35.03,47.37,82.39,69.78
95.97,7.79,44.57,71.09,59.68,76.63
95.36,1.8,73.79,72.86,39.75,62.15
70.14,8.75,88.16,60.06,58.51,76.37
59.67,8.32,32.14,77.82,42.87,64.49
84.23,1.3,82.81,44.12,55.56,61.96
42.2,1.82,66.52,48.71,61.71,52.68
68.49,1.44,65.5,72.78,52.72,55.68
60.18,4.01,92.26,43.71,90.9,73.36
95.23,5.58,78.6,92.85,66.56,81.73
40.72,5.79,85.26,48.53,84.79,70.43
73.17,3.41,53.01,80.44,79.45,71.76
84.44,9.2,66.03,63.47,72.98,84.63
69.1,4.31,70.0,63.99,62.3,63.96
45.12,1.41,50.9,85.89,30.14,46.51
98.35,3.7,67.07,69.97,69.88,71.24
71.08,5.78,45.38,83.54,53.14,63.63
76.85,4.67,39.32,70.31,37.65,53.59
54.2,3.46,54.31,75.57,58.9,57.89
69.01,2.18,78.05,85.64,77.81,71.77
65.75,8.37,89.55,76.44,92.51,90.82
44.49,9.97,59.75,76.94,54.32,73.31
46.37,3.97,71.78,87.35,65.28,67.51
90.25,4.43,36.7,96.95,85.33,78.44
54.39,6.56,88.79,62.6,51.71,71.06
51.7,7.47,66.96,74.63,39.25,68.53
70.29,4.53,80.72,45.18,48.32,61.09
86.12,9.14,81.64,61.53,88.44,94.14
43.72,6.04,46.67,64.72,40.36,56.74
74.61,5.05,64.4,90.11,51.4,69.16
47.15,6.82,92.43,70.8,60.2,75.01
42.19,9.58,35.83,83.86,85.06,77.24
43.16,8.15,74.4,41.14,90.95,76.63
90.05,1.36,92.55,67.87,57.68,67.16
47.08,3.99,49.54,94.08,90.58,74.16
42.71,5.23,85.99,53.46,40.49,58.7
66.27,3.83,90.69,41.89,40.2,63.56
90.64,7.3,78.56,66.0,91.7,87.92
55.74,8.44,45.04,82.27,63.13,70.51
65.3,7.58,51.71,67.27,42.08,67.59
42.4,9.9,32.33,67.6,61.72,70.83
66.94,3.45,84.04,80.19,80.91,76.25
74.66,8.87,85.22,55.26,83.75,85.67
74.25,7.9,71.13,85.11,86.16,88.77
59.95,4.26,52.91,49.19,67.02,63.41
58.93,7.61,34.99,63.75,86.35,73.92
46.4,1.94,78.95,79.36,63.15,59.48
62.01,8.1,77.22,89.7,69.46,76.87
45.97,5.79,89.32,87.49,79.32,81.3
86.0,3.63,77.48,83.3,57.65,69.45
97.98,6.9,83.87,61.55,34.78,71.27
98.2,6.77,78.49,47.34,52.76,71.03
91.9,2.89,70.99,53.01,70.56,65.22
76.05,1.27,57.75,91.89,42.5,55.73
